Label,sentence
실시간 채널>수신 불량,새로 구입 후 일부 채널 안 됨 영화목록 안됨 네트워크 연결 나옴인터넷느림 점검 요청 정상
실시간 채널>수신 불량,차리셋 후 리콜하니 전화 연결 안 됨 접수 보류함 접수 보류 안내 발송함 월일리셋 접수 수신불
단말>리모컨작동불가>M&S내방안내,리모콘 고장보이스봇에서 받은 문자가 지고 매장 방문한 다심
실시간 채널>화질 이상,티비시청 중 화면시시꺼짐
실시간 채널>화질 이상,외부 시청 중 끊김 전 체 리셋 재확인 후 안 될 경우 재신고 주기로 함포트 정상인입
실시간 채널>채널편성표 없음,올레티비 채널 안 나옴미가 입채널로 나옴
단말>STB(작동)이상,시청 중 아무런 작동 없이 셋 탑 전원 꺼짐 방문 전 연락요
실시간 채널>수신 불량,독촉 일시 실시간 수신불대 카스 전송 셋 탑재 부팅
실시간 채널>전환 지연,시청은 되는데 리모콘에서 편성표 버튼이 누르면 늦게 반응하거나 여러 번 눌려야 작동된다고 하심 연후방
고객원인>특이고장,리모컨 변경한 지 얼마 안 됐는데 채널 변경 안 된다고 하심 방문 점검 요청하심 연후방
단말>STB(작동)이상,전 원 리모컨 작동도 안 된다며 방문시 같이 점검 요청
실시간 채널>수신 불량,수신 불직원 분 접수 요청함
실시간 채널>수신 불량,시시수신 불리모컨도 잘 안 되교체 원함연락후
실시간 채널>수신 불량,선재작업 연결 티비 단말기 교체했는데 셋탑이랑 선이 안 맞는다고 함연 후방
실시간 채널>수신 불량,최대한 빠른 방문 안방 티비수 신불인터넷 연결오류팝업올인 홈 비정상포트리셋 후 동일
실시간 채널>수신 불량,티비수 신불 최대한 늦은 시간 방문 요청연 후방
시설관리>맨홀/전주,서비스 번 문의자 이완농문의 내용 및 처리 내용 안테나 노후로 재설치 요청하십니다 확인 후 연락부탁드립니다
실시간 채널>수신 불량,대수신불연 후방
실시간 채널>수신 불량,시대 모두 수시로 안 되어 재부팅해 야 됨 방문점검 요인
실시간 채널>수신 불량,코로나 이 상무재확인필 시청 불인 입 연락 후 방문요청
단말>음성인식이상(기가지니),기가 지니 음성으로 티비전원 제어 불 설정 등 탐색 불가 현장 방문 확인 요청연 후방
실시간 채널>수신 불량,대수신불연 후방
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
실시간 채널>수신 불량,독촉 군데 수신불임의
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 교체 후 화질이상 음성 만 나옴리셋
단말>리모컨작동불가>택배발송,기가 지니리모컨 작동 불채널 상 버튼 안됨 버튼을 세게 눌러야 된다고 함리모컨 교체 요청 배송 등록함 리모컨
실시간 채널>화질 이상,시분쯤 방문 요청 재택근무 중이라 그 전에는 불가리셋 접수 건 분꼴로 화면이 깜박거림
단말>리모컨작동불가>택배발송,대리모컨 전원 버튼만 안됨택배 요청 접수함
실시간 채널>수신 불량,수신불
단말>음성인식이상(기가지니),최대한 빠른 방문 요청 셋탑 교체해달라 함지니를 여러 번 명령해야 인식된 다함 리모컨 파손을 코스에서 접수함 코로나무 문자 발송
실시간 채널>화질 이상,시청 중 끊겼다시청된다고 하심
실시간 채널>수신 불량,시수신 불재부팅해도 동일화면 까맣게 나옴 잦은 고장으로 점검 요청
단말>리모컨작동불가>택배발송,리모컨 작동 불택배 등록함
VOD/컨텐츠>메뉴 실행 불가,넷플릭스 장 비리셋 안 내 정상
실시간 채널>수신 불량,반응 늦음 메뉴영화 네트워크 오류 메세지뜸 올인 홈 정상
단말>STB(작동)이상,셋탑 전원 빨간색에서 안 바뀜 접수 보류
실시간 채널>화질 이상,화면 반짝거림 대사용 중 정확한 회선 확인 안 되어 임의 접수함 최대한 빠른 방문 요청 연락 후 방문
실시간 채널>수신 불량,수신 불전원 선재 연결 후 정상 사용
단말>리모컨작동불가>현장출동,리모컨 작동불
단말>STB(작동)이상,작동 불대 빨간불만 들어오고 아무 반응 없음재부팅 동일
단말>음성인식이상(기가지니),기가 지니 음성 출시 응답 음변경됨 안내
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수월일 리모컨 작동 불채널 버튼 안됨 반응 느림지 니리셋인 입
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
실시간 채널>화질 이상,시임의 화질이상 화면 겹치게 나오거나 잘려서 나옴
단말>리모컨작동불가>현장출동,일 오전 지니리모컨 작동 불가 통합전원 여러 번 눌러야 된다 함택배 거부 방문 요리모컨야광으로 나온 리모컨 있냐 함없음 안내함
AS접수/변경>장비리셋 후 재사용 요청,멀리 셋 접수일 티비수 신불량신는 정상리셋신보냄리셋 접수함
실시간 채널>수신 불량,수신불임의 접수대만 수신불
실시간 채널>수신 불량,코로나 이 상무수신불
AS접수/변경>임대단말 분실/파손,일반 문의 서비스 번문의 내용 추가 셋탑 리모콘 신청
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수분 전후 리콜 안내수신 불리셋
실시간 채널>화질 이상,강성민원 접수 이력 다수 셋탑교체 후 화면 깨짐 끊김버벅이는 증상 또 발생엔지니어가 셋탑은 원래 그렇다 했다 함해지고 려고객으로 정확한 점검 필
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불 화면은 안 나오고 음성 만 나온다고 함 전체 리셋
AS접수/변경>임대단말 분실/파손,원리모컨 파손 배송 요청 발송 리모컨
단말>리모컨작동불가>택배발송,기가 지니리모컨 작동 불택배 요청이 원희 주소동일 등록
실시간 채널>화질 이상,코로나 이 상무방문 시 재확인 필 연후방 화질이상 화면에 줄 가는 증상 속도와 연관성이 있는 지 문의하심 방문 점검원
실시간 채널>화질 이상,코로나 이 상무화질이상회면 자동꺼짐재 시작 후 동일
실시간 채널>수신 불량,코로나 이 상무재확인 필동임의 티비시청 불셋톱재부팅해도 동일 현상 반복
단말>리모컨작동불가>택배발송,리모컨 일부 버튼시 시작동 불가건전지 교체해 봄 안 될 떄소 등 택배 등록 리모컨
단말>STB(작동)이상,기가 지니시청 가능넷플릭스 시시불연 후방
실시간 채널>수신 불량,재차 리셋 후 동일리셋 접수 티비수 신불리셋 안내
실시간 채널>음성 이상,소리가 계속 줄어듬 화면 정상 리모콘 문제가 아니고 문제라 함
실시간 채널>수신 불량,수신 불장 비리셋 안내
"고객원인>부주의, ID/PW 분실 등",자체 넷플릭스 기능 안됨 올레 실시간 넷플릭스는 정상 고객 측의뢰햇으나 쪽 제조사 연락 햇더니 와 인터넷 연결 불량이라 쪽으로 확인하라햇다며 방문 요청연 후방
실시간 채널>수신 불량,다른 기사님 방문 요청일 시수신 불리모컨 작동 불외부 입력 조절 안됨 최근에 리모컨 바꿈기가 지니 볼륨버튼 안 된다고 함 통합설정 페어링 다했는데도 동일 코로나 이 상무
단말>리모컨작동불가>택배발송,리모컨 작동 불택배 요청 등록
실시간 채널>네트워크 오류,권유 실패 네트워크 오류 뜸 진단 정상재부팅해도 동일 증상 영업장 독촉 기사 배정되는 데로 연락 먼저 요청연 후방
단말>리모컨작동불가>택배발송,작동 불일부 안됨교체 요청 택배 처리기가 지니리모컨 본인 안내
실시간 채널>네트워크 오류,잦은 고장불만 방문시 꼼꼼한 점검 요청 주소지 티 모두 동일 증상 수신 불댁 내 배선 점검 메시지
실시간 채널>화질 이상,시시 화면 끊김리 모컨도 교체 요청 셋탑도 교체 원함시 이후 방문 요청
VOD/컨텐츠>메뉴 실행 불가,결제시 이후 방문 희망 일 양해 다시보기 안 됨
단말>리모컨작동불가>택배발송,리모컨 작동 불배송 등록 직영점 거부
단말>리모컨작동불가>택배발송,리모컨 채널 버튼 누르면 한 번에 여러 버튼 인식됨 리모컨택배 배송 요청 등록함 리모컨
단말>리모컨작동불가>택배발송,결제 본인 리모컨 작동 불택배 접수 후 기간 지나도 오지 않아 재인입재 접수 양해구 함설정문자 발송 안내완
실시간 채널>화질 이상,화면이 작게 나옴연 후방
단말>STB(작동)이상,사용불
단말>STB(작동)이상,작동 이상 넷플릭스를 켜면 화면 까맣게 나 옴 방문 시 리모컨 교체 요청 방문 전 연락요
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 시간 내외수신불
단말>STB(부팅) 이상>부팅지연(오류메시지 없음),방쪽리모컨으로만 껐다 켜나 켜지는데 한참 걸림지니로고가한참 떠 있다 켜짐 둘 다 리모컨 반응 느림방향키 등 방쪽 가 더 증상 심코로 나무
단말>STB(작동)이상,리셋 건 작동 이상 셋탑 자체 수동채널이 동 버튼으로 채널이 동안 됨셋탑재 부팅 후 정상 리모콘도 정상 확인
실시간 채널>수신 불량,수신불임의 접수코로나 이 상무
실시간 채널>수신 불량,수신 불티비가 가만히 있는데도 나왔다 안 나왔다 계속 반복됨 방송신가 원활하지 않다고 나옴초고속 장비 비정상
"고객원인>부주의, ID/PW 분실 등",교체 후 선재연결 요청 위치 이동연락 후 방문 희망
실시간 채널>네트워크 오류,시청 불인터넷 오류 외부 신고보류올인 홈 정상
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 화면이상하게 나오고 소리도 제대로 안 나온다고 함거실대
VOD/컨텐츠>메뉴 실행 불가,메뉴 이용 안됨넷플릭스도 안 들어가진다고 하심 방문해서 인터넷도 대칭으로 잘 들어오고 있는지같이 회선 점검해달라고 함연 후방 최대한 빠르게 시정도쯤엔
실시간 채널>수신 불량,화면 안 나옴
AS접수/변경>장비리셋 후 재사용 요청,월일리셋 접수 시청 불상품 변경하고 변경된 채널 등 안나옴한 대 안됨바코드 끝자리 구분
AS접수/변경>장비리셋 후 재사용 요청,멀티 인접속 불포트리셋만 진행
실시간 채널>수신 불량,용수평수 신불위성 신미약 며칠됨 날씨 무관접수 보류
단말>음성인식이상(기가지니),기가 지니 출시 응답 음변경
실시간 채널>수신 불량,티비수 신불연 후방독촉 빠른 방문 요청
실시간 채널>수신 불량,수신 불리셋 외부 입력 제어 실패 코로나 안내
실시간 채널>수신 불량,최대한 빠른 방문 요청 수신 불 연락 후 방문
AS접수/변경>임대단말 분실/파손,멀 권유 성공안내기가 지니리모컨 파손으로 택배 배송 안내요금만 원안내
단말>음성인식이상(기가지니),기가 지니 음성인식 안됨 현재 외부로 접수도 중셋 탑 변경 관련 상담 먼저 진행하시겠다고 보류하심
실시간 채널>수신 불량,시 방문 요청 목욕탕 여탕이라 하심 티비수 신불셋탑 문제인 지 리모컨 문제인지 모르겠다 하심 리모컨도 작동 불정상
단말>리모컨작동불가>택배발송,기술 리콜 지니리모컨 방향 키 안 들어오면서 안됨 버튼을 세게 눌러야지만 사용됨 교체한지 개월가량뿐이 안됨 파손 없음 택배 배송 안내 배송 등록 추가권유 실패 리모컨
실시간 채널>화질 이상,화질이상 전원을 켜면 분 정도 화면이 지지직거린다고 함방문 전 연락요
실시간 채널>수신 불량,독촉 수신 불리셋
AS접수/변경>장비리셋 후 재사용 요청,리셋 접수 수신불
단말>리모컨작동불가>M&S내방안내,리모컨 작동 불직 영점 안내 후 문자 발송
실시간 채널>수신 불량,코로나 이 상무재확인 필수신불방에티비안된다고 함인
실시간 채널>수신 불량,티비수 신불가게인데 손님 얘기가 리모컨 같은 걸 잘못 만진 이후로 화면도 안 나오고 리모컨도 작동이 안 먹는다고 함점검 요청 연 후방
"고객원인>부주의, ID/PW 분실 등",화면 어둡게 나옴리모콘 떨어트린 후 갑자기 어두워짐 셋탑재 부팅안함재부팅 안내 고객 사정으로 방문 시간 미지정 접수 보류 추후 동일시 재연락준 다함코로나 이 상무
VOD/컨텐츠>네트워크 오류,넷플릭스 영화보는 도중 끊김 현상다운로드되다가 중간 끊김 현상 포트리셋 동일 정상
